step,embhub/entropy,embhub/logit_std,embhub/logit_scale,embhub/top10_anchor_mass,embhub/dead_anchor_frac,embhub/anchor_pairwise_cos,embhub/norm_ratio,train/loss,train/learning_rate
250,6.812469005584717,0.4383121430873871,14.021965026855469,0.01289072073996067,0,0.00035986019065603614,0.0021088281646370888,6.410940551757813,0.0001494
500,6.814332008361816,0.4327649176120758,14.021965026855469,0.012654242105782032,0,0.0012652078876271844,0.002446590457111597,5.513874816894531,0.00029939999999999996
750,6.815694332122803,0.449187695980072,14.021965026855469,0.012689469382166862,0,0.005284625105559826,0.0035292780958116055,4.815067291259766,0.0002999525523210755
1000,6.816298484802246,0.5068824887275696,14.021965026855469,0.012690775096416473,0,0.011986115016043186,0.004635005258023739,4.306766510009766,0.00029980947997320756
1250,6.816675186157227,0.5541737675666809,14.021965026855469,0.012690325267612934,0,0.02092673070728779,0.0056831445544958115,4.063471984863281,0.0002995708835700828
1500,6.817464828491211,0.5957894921302795,14.021965026855469,0.012653873302042484,0,0.030928190797567368,0.006582111120223999,3.901350402832031,0.00029923693217767504
1750,6.81881856918335,0.6244626045227051,14.021965026855469,0.012626033276319504,0,0.04267711564898491,0.007475920952856541,3.8079914093017577,0.00029880786242912947
2000,6.82086181640625,0.6471409797668457,14.021965026855469,0.012577013112604618,0,0.056762684136629105,0.008389312773942947,3.7242027282714845,0.00029828397835708815
2250,6.823428153991699,0.6524472236633301,14.021965026855469,0.012449345551431179,0,0.07435105741024017,0.009421109221875668,3.660187911987305,0.0002976656511782568
2500,6.826064109802246,0.650718092918396,14.021965026855469,0.012423698790371418,0,0.09428846836090088,0.010479845106601715,3.599190521240234,0.00029695331903036574
2750,6.8289031982421875,0.6417868137359619,14.021965026855469,0.012366528622806072,0,0.1169223040342331,0.011587530374526978,3.557037353515625,0.0002961474866617123
3000,6.831822872161865,0.6257768273353577,14.021965026855469,0.012312354519963264,0,0.14056573808193207,0.01264982484281063,3.5044734954833983,0.00029524872507350283
3250,6.834789276123047,0.6119874715805054,14.021965026855469,0.012247472070157528,0,0.1643652319908142,0.013656010851264,3.4764373779296873,0.00029425767111525
3500,6.837307929992676,0.5941485166549683,14.021965026855469,0.012216172181069851,0,0.1863211691379547,0.01453237235546112,3.452219772338867,0.00029317502703351
3750,6.839713096618652,0.5755215287208557,14.021965026855469,0.012174622155725956,0,0.20692618191242218,0.015308348461985588,3.430821990966797,0.0002920015599742812
4000,6.841949462890625,0.5586466193199158,14.021965026855469,0.012164715677499771,0,0.22661903500556946,0.016055021435022354,3.395213317871094,0.00029073810143941516
4250,6.844089031219482,0.5394902229309082,14.021965026855469,0.01215706393122673,0,0.24524599313735962,0.016718365252017975,3.388776397705078,0.0002893855466974266
4500,6.846071243286133,0.5161428451538086,14.021965026855469,0.012124884873628616,0,0.2629169821739197,0.017362378537654877,3.3509029388427733,0.00028794485414911883
4750,6.8478522300720215,0.4938594102859497,14.021965026855469,0.012110555544495583,0,0.27957022190093994,0.017916005104780197,3.3385169982910154,0.000286417044648475
5000,6.8493170738220215,0.4752459228038788,14.021965026855469,0.012106133624911308,0,0.2941162884235382,0.018398743122816086,3.326508331298828,0.00028480320077929546
5250,6.850726127624512,0.45953357219696045,14.021965026855469,0.01207552570849657,0,0.3083348572254181,0.018902061507105827,3.3067283630371094,0.0002831044660880948
5500,6.85214376449585,0.43964457511901855,14.021965026855469,0.012031344696879387,0,0.32212916016578674,0.019339291378855705,3.2919570922851564,0.0002813220442738007
5750,6.85344123840332,0.4236130714416504,14.021965026855469,0.011993078514933586,0,0.334931880235672,0.019760075956583023,3.288965606689453,0.0002794571983348308
6000,6.854646682739258,0.4069599509239197,14.021965026855469,0.011963995173573494,0,0.3469908833503723,0.020161952823400497,3.2605209350585938,0.00027751124967414993
6250,6.85572624206543,0.3954138457775116,14.021965026855469,0.01193283312022686,0,0.35802334547042847,0.020517580211162567,3.259898376464844,0.000275485577162943
6500,6.856752395629883,0.38513824343681335,14.021965026855469,0.011928416788578033,0,0.3684176802635193,0.02085532248020172,3.260174560546875,0.0002733816161635668
6750,6.857696533203125,0.37730613350868225,14.021965026855469,0.011909273453056812,0,0.3781391680240631,0.021168328821659088,3.238681411743164,0.0002712008575124729
7000,6.858633995056152,0.36934715509414673,14.021965026855469,0.011871553026139736,0,0.3873392641544342,0.021464180201292038,3.2267581939697267,0.00026894484646382245
7250,6.859453201293945,0.36031782627105713,14.021965026855469,0.011849967762827873,0,0.3959410488605499,0.021738633513450623,3.2229251861572266,0.0002666151815945412
7500,6.860279083251953,0.356120228767395,14.021965026855469,0.011830758303403854,0,0.4043867886066437,0.022023260593414307,3.20384521484375,0.0002642135136715913
7750,6.861022472381592,0.3524364233016968,14.021965026855469,0.011812804266810417,0,0.41182199120521545,0.02226078510284424,3.198926544189453,0.0002617415444822611
8000,6.861688613891602,0.3477039635181427,14.021965026855469,0.011784382164478302,0,0.419254332780838,0.02250101789832115,3.187085723876953,0.0002592010256283036
8250,6.862259864807129,0.3409949541091919,14.021965026855469,0.011763477697968483,0,0.42606398463249207,0.022745607420802116,3.1864166259765625,0.0002565937572847764
8500,6.862868785858154,0.33866313099861145,14.021965026855469,0.01174829714000225,0,0.43238747119903564,0.022948767989873886,3.1863330841064452,0.00025392158692446383
8750,6.863395690917969,0.33390283584594727,14.021965026855469,0.011736372485756874,0,0.4381813406944275,0.02313975803554058,3.1714241027832033,0.00025118640800878434
9000,6.863922119140625,0.3324732482433319,14.021965026855469,0.01171817071735859,0,0.44407761096954346,0.02333291992545128,3.1680870056152344,0.0002483901586461106
9250,6.864404678344727,0.3286207616329193,14.021965026855469,0.011689906939864159,0,0.4495360851287842,0.023517344146966934,3.1733444213867186,0.0002455348202184545
9500,6.864891052246094,0.32697001099586487,14.021965026855469,0.011661818251013756,0,0.45471060276031494,0.023696135729551315,3.1584014892578125,0.00024262241597748784
9750,6.8652663230896,0.3260285258293152,14.021965026855469,0.011640070006251335,0,0.45957228541374207,0.023891672492027283,3.146067810058594,0.00023965500961089568
10000,6.865634441375732,0.3212035298347473,14.021965026855469,0.011631426401436329,0,0.46388930082321167,0.024025877937674522,3.149526596069336,0.00023663470378007678
10250,6.866010665893555,0.32102519273757935,14.021965026855469,0.01161999348551035,0,0.4681902229785919,0.024167262017726898,3.145279312133789,0.00023356363863022818
10500,6.866316795349121,0.322575181722641,14.021965026855469,0.011614657007157803,0,0.4720863997936249,0.024331338703632355,3.1381551742553713,0.000230443990273869
10750,6.8666090965271,0.3222672939300537,14.021965026855469,0.011612838134169579,0,0.475748211145401,0.02445354126393795,3.127920150756836,0.00022727796924887863
11000,6.866904258728027,0.32120710611343384,14.021965026855469,0.01161176897585392,0,0.4789761006832123,0.024552946910262108,3.1287460327148438,0.0002240678189521412
11250,6.8671393394470215,0.32140785455703735,14.021965026855469,0.011613280512392521,0,0.4818471372127533,0.02464563399553299,3.133061981201172,0.00022081581404990723
11500,6.867369651794434,0.31889501214027405,14.021965026855469,0.011606289073824883,0,0.48462942242622375,0.02473817765712738,3.1193092346191404,0.00021752425886599746
11750,6.867606163024902,0.3192357122898102,14.021965026855469,0.011609910055994987,0,0.48758217692375183,0.02483917400240898,3.1296154022216798,0.00021419548574899257
12000,6.867823600769043,0.31652557849884033,14.021965026855469,0.011603295803070068,0,0.4902130365371704,0.024929028004407883,3.102699089050293,0.00021083185341956424
12250,6.868010520935059,0.316396027803421,14.021965026855469,0.01159961149096489,0,0.4923785924911499,0.0250073429197073,3.0973587036132812,0.00020743574529912006
12500,6.8681960105896,0.31549397110939026,14.021965026855469,0.011596901342272758,0,0.49446654319763184,0.02508224919438362,3.1013200759887694,0.0002040095678209451
12750,6.8683600425720215,0.3148902952671051,14.021965026855469,0.011594325304031372,0,0.49634772539138794,0.02514294907450676,3.0948566436767577,0.00020055574872503813
13000,6.868504524230957,0.31359025835990906,14.021965026855469,0.011589513160288334,0,0.49824458360671997,0.025211207568645477,3.094126510620117,0.00019707673533784999
13250,6.868609428405762,0.3151363134384155,14.021965026855469,0.01158967986702919,0,0.49989309906959534,0.025265797972679138,3.0997270584106444,0.00019357499283814342
13500,6.868701934814453,0.3135855197906494,14.021965026855469,0.011592824012041092,0,0.5012849569320679,0.02531448006629944,3.096622848510742,0.0001900530025102026
13750,6.868800640106201,0.3148348927497864,14.021965026855469,0.011593829840421677,0,0.5026612877845764,0.02536187320947647,3.0858688354492188,0.0001865132599856314
14000,6.868873596191406,0.3136041462421417,14.021965026855469,0.011591523885726929,0,0.5038477778434753,0.0254046693444252,3.0744163513183596,0.0001829582734749842
14250,6.868978500366211,0.31449654698371887,14.021965026855469,0.01157939713448286,0,0.5049166083335876,0.025440305471420288,3.0797714233398437,0.00017939056199048442
14500,6.8690619468688965,0.3155292570590973,14.021965026855469,0.011577825993299484,0,0.5058639049530029,0.025469224900007248,3.0641536712646484,0.0001758126535610886
14750,6.8691301345825195,0.3141058385372162,14.021965026855469,0.011574465781450272,0,0.5067178010940552,0.02550557255744934,3.0831979751586913,0.0001722270834411614
15000,6.8691816329956055,0.3144855797290802,14.021965026855469,0.011570587754249573,0,0.5074611306190491,0.025527630001306534,3.0599571228027345,0.00016863639231403125
15250,6.8692426681518555,0.3120293915271759,14.021965026855469,0.011569784954190254,0,0.508173406124115,0.02555057406425476,3.0731742858886717,0.00016504312449169823
15500,6.869297027587891,0.3119129240512848,14.021965026855469,0.011568224057555199,0,0.508796751499176,0.02557077631354332,3.0695114135742188,0.00016144982611197172
15750,6.869313716888428,0.3127608001232147,14.021965026855469,0.01156076230108738,0,0.5093509554862976,0.0255875401198864,3.070099639892578,0.00015785904333431356
16000,6.86932897567749,0.31268182396888733,14.021965026855469,0.011556974612176418,0,0.5098228454589844,0.025605540722608566,3.05450382232666,0.00015427332053566614
16250,6.86935567855835,0.31308072805404663,14.021965026855469,0.011559518054127693,0,0.5102314352989197,0.02561955899000168,3.0613082885742187,0.00015069519850754382
16500,6.869374752044678,0.31533709168434143,14.021965026855469,0.011555327102541924,0,0.5105778574943542,0.025630971416831017,3.0491552352905273,0.0001471272126556642
16750,6.869390487670898,0.31444382667541504,14.021965026855469,0.011549051851034164,0,0.5109394788742065,0.02564278244972229,3.0531171798706054,0.0001435718912033966
17000,6.869401454925537,0.3167695701122284,14.021965026855469,0.01155000738799572,0,0.5112593770027161,0.025654803961515427,3.057273292541504,0.00014003175340029925
17250,6.869419097900391,0.31581535935401917,14.021965026855469,0.011545337736606598,0,0.5115525722503662,0.025662561878561974,3.0514394760131838,0.0001365093077370153
17500,6.8694281578063965,0.3155830204486847,14.021965026855469,0.011545266024768353,0,0.5118155479431152,0.025669455528259277,3.058192825317383,0.00013300705016779246
17750,6.869433403015137,0.3157775402069092,14.021965026855469,0.011543420143425465,0,0.5120366811752319,0.025676986202597618,3.053852844238281,0.00012952746234188594
18000,6.869444847106934,0.3158312737941742,14.021965026855469,0.011549115180969238,0,0.5122488737106323,0.025682536885142326,3.0315380096435547,0.00012607300984509746
18250,6.869441509246826,0.3157440423965454,14.021965026855469,0.011544707231223583,0,0.5124130845069885,0.02568754181265831,3.0414707183837892,0.00012264614045269647
18500,6.869462966918945,0.31618016958236694,14.021965026855469,0.011545287445187569,0,0.512563943862915,0.02569129317998886,3.039772796630859,0.00011924928239496235
18750,6.869460105895996,0.31693407893180847,14.021965026855469,0.011544110253453255,0,0.5127221941947937,0.02569659799337387,3.0438701629638674,0.00011588484263657489
19000,6.869475841522217,0.3171067237854004,14.021965026855469,0.011545288376510143,0,0.512854814529419,0.02570115029811859,3.040045166015625,0.00011255520517107408
19250,6.869475364685059,0.3170798122882843,14.021965026855469,0.011544332839548588,0,0.5129608511924744,0.025704650208353996,3.0384857177734377,0.00010926272933159667
19500,6.869480133056641,0.3169974386692047,14.021965026855469,0.011541534215211868,0,0.5130540728569031,0.02570801042020321,3.035025405883789,0.00010600974811908648
19750,6.869485855102539,0.3170514404773712,14.021965026855469,0.011543390341103077,0,0.5131611227989197,0.02571079693734646,3.0237884521484375,0.0001027985665491638
20000,6.869491100311279,0.3166258633136749,14.021965026855469,0.011539086699485779,0,0.5132256150245667,0.02571268379688263,3.0249385833740234,9.963146001882428e-05
20250,6.869492530822754,0.31593453884124756,14.021965026855469,0.011543473228812218,0,0.5133064389228821,0.025715341791510582,3.0349136352539063,9.651067269412558e-05
20500,6.869490623474121,0.3165861666202545,14.021965026855469,0.01153927855193615,0,0.5133679509162903,0.025717388838529587,3.0230506896972655,9.343841592000365e-05
20750,6.869481563568115,0.31613945960998535,14.021965026855469,0.011539584025740623,0,0.5134264230728149,0.025719378143548965,3.0098411560058596,9.041686665334552e-05
21000,6.869483947753906,0.3160751760005951,14.021965026855469,0.011536475270986557,0,0.5134783387184143,0.025721002370119095,3.016056442260742,8.744816592042868e-05
21250,6.86948299407959,0.31560152769088745,14.021965026855469,0.011534929275512695,0,0.5135177373886108,0.025722941383719444,3.008375358581543,8.453441729982145e-05
21500,6.86948299407959,0.31564080715179443,14.021965026855469,0.011534078046679497,0,0.5135568976402283,0.025724103674292564,3.0077362060546875,8.167768543181684e-05
21750,6.869485378265381,0.31568026542663574,14.021965026855469,0.011533527635037899,0,0.5135984420776367,0.0257254745811224,3.0111045837402344,7.887999455545848e-05